ORs,Weekday,Week Number,Block,Beds,Surgeon ID
27,2,2,"(d2,o27)",7,88
27,2,3,"(d2,o27)",6,92
27,2,4,"(d2,o27)",7,19
27,3,1,"(d3,o27)",7,16
27,3,2,"(d3,o27)",6,1
27,3,3,"(d3,o27)",6,75
27,3,4,"(d3,o27)",6,19
27,4,1,"(d4,o27)",6,20
27,4,2,"(d4,o27)",7,56
27,4,3,"(d4,o27)",6,93
27,4,4,"(d4,o27)",7,64
27,5,1,"(d5,o27)",6,21
27,5,2,"(d5,o27)",6,87
27,5,3,"(d5,o27)",7,17
27,5,4,"(d5,o27)",6,70
27,6,1,"(d6,o27)",6,75
27,6,2,"(d6,o27)",6,62
27,6,3,"(d6,o27)",6,99
27,6,4,"(d6,o27)",5,70
27,7,1,"(d7,o27)",6,91
27,7,2,"(d7,o27)",5,38
27,7,3,"(d7,o27)",5,78
27,7,4,"(d7,o27)",5,69
28,1,1,"(d1,o28)",6,21
28,1,2,"(d1,o28)",5,75
28,1,3,"(d1,o28)",7,21
28,1,4,"(d1,o28)",6,94
28,2,1,"(d2,o28)",6,23
28,2,2,"(d2,o28)",7,88
28,2,3,"(d2,o28)",6,92
28,2,4,"(d2,o28)",6,19
28,3,1,"(d3,o28)",8,16
28,3,2,"(d3,o28)",6,1
28,3,3,"(d3,o28)",6,75
28,3,4,"(d3,o28)",7,19
28,4,1,"(d4,o28)",6,20
28,4,2,"(d4,o28)",6,56
28,4,3,"(d4,o28)",7,93
28,4,4,"(d4,o28)",6,64
28,5,1,"(d5,o28)",7,21
28,5,2,"(d5,o28)",7,87
28,5,3,"(d5,o28)",6,17
28,5,4,"(d5,o28)",6,70
28,6,1,"(d6,o28)",5,75
28,6,2,"(d6,o28)",5,62
28,6,3,"(d6,o28)",5,99
28,6,4,"(d6,o28)",6,70
28,7,1,"(d7,o28)",5,91
28,7,2,"(d7,o28)",5,38
28,7,3,"(d7,o28)",5,78
28,7,4,"(d7,o28)",5,69
29,1,1,"(d1,o29)",5,21
29,1,2,"(d1,o29)",7,75
29,1,3,"(d1,o29)",6,21
29,1,4,"(d1,o29)",6,94
29,2,1,"(d2,o29)",7,23
29,2,2,"(d2,o29)",6,88
29,2,3,"(d2,o29)",6,92
29,2,4,"(d2,o29)",6,19
29,3,1,"(d3,o29)",8,16
29,3,2,"(d3,o29)",6,1
29,3,3,"(d3,o29)",7,75
29,3,4,"(d3,o29)",6,19
29,4,1,"(d4,o29)",6,20
29,4,2,"(d4,o29)",6,56
29,4,3,"(d4,o29)",6,93
29,4,4,"(d4,o29)",7,64
29,5,1,"(d5,o29)",6,21
29,5,2,"(d5,o29)",7,87
29,5,3,"(d5,o29)",6,17
29,5,4,"(d5,o29)",6,70
29,6,1,"(d6,o29)",5,75
29,6,2,"(d6,o29)",7,62
29,6,3,"(d6,o29)",5,99
29,6,4,"(d6,o29)",5,70
29,7,1,"(d7,o29)",6,91
29,7,2,"(d7,o29)",5,38
29,7,3,"(d7,o29)",5,78
29,7,4,"(d7,o29)",5,69
30,1,1,"(d1,o30)",7,21
30,1,2,"(d1,o30)",5,75
30,1,3,"(d1,o30)",6,21
30,1,4,"(d1,o30)",6,94
30,2,1,"(d2,o30)",7,23
30,2,2,"(d2,o30)",6,88
30,2,3,"(d2,o30)",6,92
30,2,4,"(d2,o30)",7,19
30,3,1,"(d3,o30)",6,16
30,3,2,"(d3,o30)",6,1
30,3,3,"(d3,o30)",8,75
30,3,4,"(d3,o30)",6,19
30,4,1,"(d4,o30)",6,20
30,4,2,"(d4,o30)",7,56
30,4,3,"(d4,o30)",7,93
30,4,4,"(d4,o30)",7,64
30,5,1,"(d5,o30)",6,21
30,5,2,"(d5,o30)",6,87
30,5,3,"(d5,o30)",6,17
30,5,4,"(d5,o30)",6,70
30,6,1,"(d6,o30)",6,75
30,6,2,"(d6,o30)",5,62
30,6,3,"(d6,o30)",5,99
30,6,4,"(d6,o30)",5,70
30,7,1,"(d7,o30)",5,91
30,7,2,"(d7,o30)",5,38
30,7,3,"(d7,o30)",6,78
30,7,4,"(d7,o30)",5,69
31,1,1,"(d1,o31)",6,21
31,1,2,"(d1,o31)",7,75
31,1,3,"(d1,o31)",7,21
31,1,4,"(d1,o31)",6,94
31,2,1,"(d2,o31)",6,23
31,2,2,"(d2,o31)",6,88
31,2,3,"(d2,o31)",6,92
31,2,4,"(d2,o31)",6,19
31,3,1,"(d3,o31)",6,16
31,3,2,"(d3,o31)",6,1
31,3,3,"(d3,o31)",6,75
31,3,4,"(d3,o31)",6,19
31,4,1,"(d4,o31)",8,20
31,4,2,"(d4,o31)",6,56
31,4,3,"(d4,o31)",6,93
31,4,4,"(d4,o31)",7,64
31,5,1,"(d5,o31)",7,21
31,5,2,"(d5,o31)",6,87
31,5,3,"(d5,o31)",6,17
31,5,4,"(d5,o31)",7,70
31,6,1,"(d6,o31)",5,75
31,6,2,"(d6,o31)",5,62
31,6,3,"(d6,o31)",7,99
31,6,4,"(d6,o31)",6,70
31,7,1,"(d7,o31)",5,91
31,7,2,"(d7,o31)",5,38
31,7,3,"(d7,o31)",5,78
31,7,4,"(d7,o31)",6,69
32,1,1,"(d1,o32)",6,21
32,1,2,"(d1,o32)",7,75
32,1,3,"(d1,o32)",6,21
32,1,4,"(d1,o32)",6,94
32,2,1,"(d2,o32)",7,23
32,2,2,"(d2,o32)",6,88
32,2,3,"(d2,o32)",6,92
32,2,4,"(d2,o32)",6,19
32,3,1,"(d3,o32)",6,16
32,3,2,"(d3,o32)",6,1
32,3,3,"(d3,o32)",6,75
32,3,4,"(d3,o32)",6,19
32,4,1,"(d4,o32)",6,20
32,4,2,"(d4,o32)",6,56
32,4,3,"(d4,o32)",7,93
32,4,4,"(d4,o32)",7,64
32,5,1,"(d5,o32)",6,21
32,5,2,"(d5,o32)",6,87
32,5,3,"(d5,o32)",6,17
32,5,4,"(d5,o32)",6,70
32,6,1,"(d6,o32)",5,75
32,6,2,"(d6,o32)",6,62
32,6,3,"(d6,o32)",6,99
32,6,4,"(d6,o32)",6,70
32,7,1,"(d7,o32)",5,91
32,7,2,"(d7,o32)",6,38
32,7,3,"(d7,o32)",5,78
32,7,4,"(d7,o32)",5,69
33,1,1,"(d1,o33)",7,21
33,1,2,"(d1,o33)",5,75
33,1,3,"(d1,o33)",7,21
33,1,4,"(d1,o33)",6,94
33,2,1,"(d2,o33)",6,23
33,2,2,"(d2,o33)",6,88
33,2,3,"(d2,o33)",7,92
33,2,4,"(d2,o33)",6,19
33,3,1,"(d3,o33)",6,16
33,3,2,"(d3,o33)",7,1
33,3,3,"(d3,o33)",6,75
33,3,4,"(d3,o33)",6,19
33,4,1,"(d4,o33)",8,20
33,4,2,"(d4,o33)",6,56
33,4,3,"(d4,o33)",6,93
33,4,4,"(d4,o33)",7,64
33,5,1,"(d5,o33)",6,21
33,5,2,"(d5,o33)",6,87
33,5,3,"(d5,o33)",6,17
33,5,4,"(d5,o33)",6,70
33,6,1,"(d6,o33)",6,75
33,6,2,"(d6,o33)",6,62
33,6,3,"(d6,o33)",5,99
33,6,4,"(d6,o33)",5,70
33,7,1,"(d7,o33)",5,91
33,7,2,"(d7,o33)",5,38
33,7,3,"(d7,o33)",5,78
33,7,4,"(d7,o33)",5,69
34,1,1,"(d1,o34)",5,21
34,1,2,"(d1,o34)",7,75
34,1,3,"(d1,o34)",5,21
34,1,4,"(d1,o34)",6,94
34,2,1,"(d2,o34)",6,23
34,2,2,"(d2,o34)",6,88
34,2,3,"(d2,o34)",6,92
34,2,4,"(d2,o34)",6,19
34,3,1,"(d3,o34)",6,16
34,3,2,"(d3,o34)",6,1
34,3,3,"(d3,o34)",6,75
34,3,4,"(d3,o34)",7,19
34,4,1,"(d4,o34)",7,20
34,4,2,"(d4,o34)",6,56
34,4,3,"(d4,o34)",6,93
34,4,4,"(d4,o34)",6,64
34,5,1,"(d5,o34)",6,21
34,5,2,"(d5,o34)",6,87
34,5,3,"(d5,o34)",7,17
34,5,4,"(d5,o34)",6,70
34,6,1,"(d6,o34)",6,75
34,6,2,"(d6,o34)",7,62
34,6,3,"(d6,o34)",5,99
34,6,4,"(d6,o34)",6,70
34,7,1,"(d7,o34)",5,91
34,7,2,"(d7,o34)",5,38
34,7,3,"(d7,o34)",5,78
34,7,4,"(d7,o34)",5,69
35,1,1,"(d1,o35)",6,21
35,1,2,"(d1,o35)",6,75
35,1,3,"(d1,o35)",7,21
35,1,4,"(d1,o35)",6,94
35,2,1,"(d2,o35)",6,23
35,2,2,"(d2,o35)",6,88
35,2,3,"(d2,o35)",6,92
35,2,4,"(d2,o35)",7,19
35,3,1,"(d3,o35)",7,16
35,3,2,"(d3,o35)",7,1
35,3,3,"(d3,o35)",7,75
35,3,4,"(d3,o35)",6,19
35,4,1,"(d4,o35)",6,20
35,4,2,"(d4,o35)",7,56
35,4,3,"(d4,o35)",6,93
35,4,4,"(d4,o35)",7,64
35,5,1,"(d5,o35)",6,21
35,5,2,"(d5,o35)",6,87
35,5,3,"(d5,o35)",6,17
35,5,4,"(d5,o35)",7,70
35,6,1,"(d6,o35)",5,75
35,6,2,"(d6,o35)",6,62
35,6,3,"(d6,o35)",5,99
35,6,4,"(d6,o35)",5,70
35,7,1,"(d7,o35)",6,91
35,7,2,"(d7,o35)",6,38
35,7,3,"(d7,o35)",6,78
35,7,4,"(d7,o35)",6,69
36,1,1,"(d1,o36)",5,21
36,1,2,"(d1,o36)",6,75
36,1,3,"(d1,o36)",6,21
36,1,4,"(d1,o36)",6,94
36,2,1,"(d2,o36)",8,23
36,2,2,"(d2,o36)",6,88
36,2,3,"(d2,o36)",7,92
36,2,4,"(d2,o36)",6,19
36,3,1,"(d3,o36)",8,16
36,3,2,"(d3,o36)",6,1
36,3,3,"(d3,o36)",6,75
36,3,4,"(d3,o36)",7,19
36,4,1,"(d4,o36)",6,20
36,4,2,"(d4,o36)",7,56
36,4,3,"(d4,o36)",7,93
36,4,4,"(d4,o36)",7,64
36,5,1,"(d5,o36)",6,21
36,5,2,"(d5,o36)",6,87
36,5,3,"(d5,o36)",6,17
36,5,4,"(d5,o36)",6,70
36,6,1,"(d6,o36)",5,75
36,6,2,"(d6,o36)",5,62
36,6,3,"(d6,o36)",6,99
36,6,4,"(d6,o36)",5,70
36,7,1,"(d7,o36)",5,91
36,7,2,"(d7,o36)",5,38
36,7,3,"(d7,o36)",6,78
36,7,4,"(d7,o36)",5,69
37,1,1,"(d1,o37)",5,21
37,1,2,"(d1,o37)",6,75
37,1,3,"(d1,o37)",5,21
37,1,4,"(d1,o37)",6,94
37,2,1,"(d2,o37)",6,23
37,2,2,"(d2,o37)",6,88
37,2,3,"(d2,o37)",7,92
37,2,4,"(d2,o37)",6,19
37,3,1,"(d3,o37)",7,16
37,3,2,"(d3,o37)",7,1
37,3,3,"(d3,o37)",6,75
37,3,4,"(d3,o37)",7,19
37,4,1,"(d4,o37)",6,20
37,4,2,"(d4,o37)",8,56
37,4,3,"(d4,o37)",7,93
37,4,4,"(d4,o37)",6,64
37,5,1,"(d5,o37)",6,21
37,5,2,"(d5,o37)",6,87
37,5,3,"(d5,o37)",6,17
37,5,4,"(d5,o37)",6,70
37,6,1,"(d6,o37)",5,75
37,6,2,"(d6,o37)",5,62
37,6,3,"(d6,o37)",6,99
37,6,4,"(d6,o37)",5,70
37,7,1,"(d7,o37)",5,91
37,7,2,"(d7,o37)",6,38
37,7,3,"(d7,o37)",5,78
37,7,4,"(d7,o37)",5,69
38,1,1,"(d1,o38)",6,21
38,1,2,"(d1,o38)",5,75
38,1,3,"(d1,o38)",6,21
38,1,4,"(d1,o38)",6,94
38,2,1,"(d2,o38)",6,23
38,2,2,"(d2,o38)",7,88
38,2,3,"(d2,o38)",6,92
38,2,4,"(d2,o38)",6,19
38,3,1,"(d3,o38)",6,16
38,3,2,"(d3,o38)",8,1
38,3,3,"(d3,o38)",6,75
38,3,4,"(d3,o38)",6,19
38,4,1,"(d4,o38)",6,20
38,4,2,"(d4,o38)",6,56
38,4,3,"(d4,o38)",6,93
38,4,4,"(d4,o38)",7,64
38,5,1,"(d5,o38)",7,21
38,5,2,"(d5,o38)",6,87
38,5,3,"(d5,o38)",6,17
38,5,4,"(d5,o38)",6,70
38,6,1,"(d6,o38)",6,75
38,6,2,"(d6,o38)",5,62
38,6,3,"(d6,o38)",6,99
38,6,4,"(d6,o38)",6,70
38,7,1,"(d7,o38)",5,91
38,7,2,"(d7,o38)",5,38
38,7,3,"(d7,o38)",5,78
38,7,4,"(d7,o38)",5,69
39,1,1,"(d1,o39)",5,21
39,1,2,"(d1,o39)",6,75
39,1,3,"(d1,o39)",6,21
39,1,4,"(d1,o39)",6,94
39,2,1,"(d2,o39)",6,23
39,2,2,"(d2,o39)",6,88
39,2,3,"(d2,o39)",7,92
39,2,4,"(d2,o39)",6,19
39,3,1,"(d3,o39)",6,16
39,3,2,"(d3,o39)",7,1
39,3,3,"(d3,o39)",7,75
39,3,4,"(d3,o39)",8,19
39,4,1,"(d4,o39)",6,20
39,4,2,"(d4,o39)",6,56
39,4,3,"(d4,o39)",9,93
39,4,4,"(d4,o39)",6,64
39,5,1,"(d5,o39)",6,21
39,5,2,"(d5,o39)",6,87
39,5,3,"(d5,o39)",6,17
39,5,4,"(d5,o39)",6,70
39,6,1,"(d6,o39)",6,75
39,6,2,"(d6,o39)",5,62
39,6,3,"(d6,o39)",5,99
39,6,4,"(d6,o39)",5,70
39,7,1,"(d7,o39)",7,91
39,7,2,"(d7,o39)",5,38
39,7,3,"(d7,o39)",5,78
39,7,4,"(d7,o39)",5,69
40,1,1,"(d1,o40)",7,21
40,1,2,"(d1,o40)",5,75
40,1,3,"(d1,o40)",5,21
40,1,4,"(d1,o40)",6,94
40,2,1,"(d2,o40)",6,23
40,2,2,"(d2,o40)",7,88
40,2,3,"(d2,o40)",6,92
40,2,4,"(d2,o40)",6,19
40,3,1,"(d3,o40)",6,16
40,3,2,"(d3,o40)",7,1
40,3,3,"(d3,o40)",6,75
40,3,4,"(d3,o40)",6,19
40,4,1,"(d4,o40)",6,20
40,4,2,"(d4,o40)",7,56
40,4,3,"(d4,o40)",6,93
40,4,4,"(d4,o40)",8,64
40,5,1,"(d5,o40)",6,21
40,5,2,"(d5,o40)",6,87
40,5,3,"(d5,o40)",6,17
40,5,4,"(d5,o40)",6,70
40,6,1,"(d6,o40)",7,75
40,6,2,"(d6,o40)",6,62
40,6,3,"(d6,o40)",5,99
40,6,4,"(d6,o40)",5,70
40,7,1,"(d7,o40)",6,91
40,7,2,"(d7,o40)",5,38
40,7,3,"(d7,o40)",5,78
40,7,4,"(d7,o40)",6,69
41,1,1,"(d1,o41)",5,21
41,1,2,"(d1,o41)",5,75
41,1,3,"(d1,o41)",5,21
41,1,4,"(d1,o41)",6,94
41,2,1,"(d2,o41)",6,23
41,2,2,"(d2,o41)",7,88
41,2,3,"(d2,o41)",6,92
41,2,4,"(d2,o41)",6,19
41,3,1,"(d3,o41)",7,16
41,3,2,"(d3,o41)",7,1
41,3,3,"(d3,o41)",6,75
41,3,4,"(d3,o41)",6,19
41,4,1,"(d4,o41)",7,20
41,4,2,"(d4,o41)",7,56
41,4,3,"(d4,o41)",6,93
41,4,4,"(d4,o41)",6,64
41,5,1,"(d5,o41)",7,21
41,5,2,"(d5,o41)",6,87
41,5,3,"(d5,o41)",6,17
41,5,4,"(d5,o41)",6,70
41,6,1,"(d6,o41)",5,75
41,6,2,"(d6,o41)",6,62
41,6,3,"(d6,o41)",5,99
41,6,4,"(d6,o41)",7,70
41,7,1,"(d7,o41)",5,91
41,7,2,"(d7,o41)",6,38
41,7,3,"(d7,o41)",5,78
41,7,4,"(d7,o41)",5,69
42,1,1,"(d1,o42)",7,21
42,1,2,"(d1,o42)",6,75
42,1,3,"(d1,o42)",6,21
42,1,4,"(d1,o42)",6,94
42,2,1,"(d2,o42)",7,23
42,2,2,"(d2,o42)",6,88
42,2,3,"(d2,o42)",7,92
42,2,4,"(d2,o42)",6,19
42,3,1,"(d3,o42)",6,16
42,3,2,"(d3,o42)",6,1
42,3,3,"(d3,o42)",7,75
42,3,4,"(d3,o42)",7,19
42,4,1,"(d4,o42)",6,20
42,4,2,"(d4,o42)",7,56
42,4,3,"(d4,o42)",7,93
42,4,4,"(d4,o42)",7,64
42,5,1,"(d5,o42)",6,21
42,5,2,"(d5,o42)",6,87
42,5,3,"(d5,o42)",7,17
42,5,4,"(d5,o42)",6,70
42,6,1,"(d6,o42)",6,75
42,6,2,"(d6,o42)",5,62
42,6,3,"(d6,o42)",7,99
42,6,4,"(d6,o42)",5,70
42,7,1,"(d7,o42)",5,91
42,7,2,"(d7,o42)",5,38
42,7,3,"(d7,o42)",6,78
42,7,4,"(d7,o42)",6,69
43,1,1,"(d1,o43)",6,21
43,1,2,"(d1,o43)",6,75
43,1,3,"(d1,o43)",5,21
43,1,4,"(d1,o43)",6,94
43,2,1,"(d2,o43)",7,23
43,2,2,"(d2,o43)",6,88
43,2,3,"(d2,o43)",6,92
43,2,4,"(d2,o43)",6,19
43,3,1,"(d3,o43)",6,16
43,3,2,"(d3,o43)",6,1
43,3,3,"(d3,o43)",6,75
43,3,4,"(d3,o43)",6,19
43,4,1,"(d4,o43)",7,20
43,4,2,"(d4,o43)",6,56
43,4,3,"(d4,o43)",7,93
43,4,4,"(d4,o43)",7,64
43,5,1,"(d5,o43)",6,21
43,5,2,"(d5,o43)",6,87
43,5,3,"(d5,o43)",6,17
43,5,4,"(d5,o43)",6,70
43,6,1,"(d6,o43)",5,75
43,6,2,"(d6,o43)",6,62
43,6,3,"(d6,o43)",6,99
43,6,4,"(d6,o43)",6,70
43,7,1,"(d7,o43)",5,91
43,7,2,"(d7,o43)",5,38
43,7,3,"(d7,o43)",6,78
43,7,4,"(d7,o43)",6,69
44,1,1,"(d1,o44)",5,21
44,1,2,"(d1,o44)",5,75
44,1,3,"(d1,o44)",6,21
44,1,4,"(d1,o44)",6,94
44,2,1,"(d2,o44)",7,23
44,2,2,"(d2,o44)",6,88
44,2,3,"(d2,o44)",6,92
44,2,4,"(d2,o44)",6,19
44,3,1,"(d3,o44)",6,16
44,3,2,"(d3,o44)",6,1
44,3,3,"(d3,o44)",7,75
44,3,4,"(d3,o44)",6,19
44,4,1,"(d4,o44)",7,20
44,4,2,"(d4,o44)",6,56
44,4,3,"(d4,o44)",6,93
44,4,4,"(d4,o44)",6,64
44,5,1,"(d5,o44)",6,21
44,5,2,"(d5,o44)",8,87
44,5,3,"(d5,o44)",7,17
44,5,4,"(d5,o44)",6,70
44,6,1,"(d6,o44)",6,75
44,6,2,"(d6,o44)",6,62
44,6,3,"(d6,o44)",5,99
44,6,4,"(d6,o44)",5,70
44,7,1,"(d7,o44)",5,91
44,7,2,"(d7,o44)",6,38
44,7,3,"(d7,o44)",6,78
44,7,4,"(d7,o44)",5,69
45,1,1,"(d1,o45)",9,21
45,1,2,"(d1,o45)",6,75
45,1,3,"(d1,o45)",5,21
45,1,4,"(d1,o45)",6,94
45,2,1,"(d2,o45)",6,23
45,2,2,"(d2,o45)",7,88
45,2,3,"(d2,o45)",6,92
45,2,4,"(d2,o45)",6,19
45,3,1,"(d3,o45)",6,16
45,3,2,"(d3,o45)",7,1
45,3,3,"(d3,o45)",8,75
45,3,4,"(d3,o45)",7,19
45,4,1,"(d4,o45)",7,20
45,4,2,"(d4,o45)",6,56
45,4,3,"(d4,o45)",6,93
45,4,4,"(d4,o45)",6,64
45,5,1,"(d5,o45)",6,21
45,5,2,"(d5,o45)",6,87
45,5,3,"(d5,o45)",6,17
45,5,4,"(d5,o45)",6,70
45,6,1,"(d6,o45)",5,75
45,6,2,"(d6,o45)",5,62
45,6,3,"(d6,o45)",6,99
45,6,4,"(d6,o45)",5,70
45,7,1,"(d7,o45)",7,91
45,7,2,"(d7,o45)",5,38
45,7,3,"(d7,o45)",6,78
45,7,4,"(d7,o45)",5,69
46,1,1,"(d1,o46)",8,21
46,1,2,"(d1,o46)",6,75
46,1,3,"(d1,o46)",6,21
46,1,4,"(d1,o46)",6,94
46,2,1,"(d2,o46)",7,23
46,2,2,"(d2,o46)",7,88
46,2,3,"(d2,o46)",6,92
46,2,4,"(d2,o46)",6,19
46,3,1,"(d3,o46)",7,16
46,3,2,"(d3,o46)",6,1
46,3,3,"(d3,o46)",6,75
46,3,4,"(d3,o46)",7,19
46,4,1,"(d4,o46)",7,20
46,4,2,"(d4,o46)",6,56
46,4,3,"(d4,o46)",8,93
46,4,4,"(d4,o46)",6,64
46,5,1,"(d5,o46)",7,21
46,5,2,"(d5,o46)",7,87
46,5,3,"(d5,o46)",7,17
46,5,4,"(d5,o46)",6,70
46,6,1,"(d6,o46)",5,75
46,6,2,"(d6,o46)",6,62
46,6,3,"(d6,o46)",5,99
46,6,4,"(d6,o46)",6,70
46,7,1,"(d7,o46)",6,91
46,7,2,"(d7,o46)",6,38
46,7,3,"(d7,o46)",5,78
46,7,4,"(d7,o46)",5,69
47,1,1,"(d1,o47)",6,21
47,1,2,"(d1,o47)",5,75
47,1,3,"(d1,o47)",5,21
47,1,4,"(d1,o47)",6,94
47,2,1,"(d2,o47)",7,23
47,2,2,"(d2,o47)",6,88
47,2,3,"(d2,o47)",6,92
47,2,4,"(d2,o47)",6,19
47,3,1,"(d3,o47)",6,16
47,3,2,"(d3,o47)",6,1
47,3,3,"(d3,o47)",6,75
47,3,4,"(d3,o47)",6,19
47,4,1,"(d4,o47)",7,20
47,4,2,"(d4,o47)",7,56
47,4,3,"(d4,o47)",6,93
47,4,4,"(d4,o47)",6,64
47,5,1,"(d5,o47)",6,21
47,5,2,"(d5,o47)",7,87
47,5,3,"(d5,o47)",6,17
47,5,4,"(d5,o47)",7,70
47,6,1,"(d6,o47)",7,75
47,6,2,"(d6,o47)",5,62
47,6,3,"(d6,o47)",6,99
47,6,4,"(d6,o47)",6,70
47,7,1,"(d7,o47)",5,91
47,7,2,"(d7,o47)",5,38
47,7,3,"(d7,o47)",5,78
47,7,4,"(d7,o47)",5,69
48,1,1,"(d1,o48)",6,21
48,1,2,"(d1,o48)",7,75
48,1,3,"(d1,o48)",5,21
48,1,4,"(d1,o48)",6,94
48,2,1,"(d2,o48)",6,23
48,2,2,"(d2,o48)",6,88
48,2,3,"(d2,o48)",7,92
48,2,4,"(d2,o48)",7,19
48,3,1,"(d3,o48)",7,16
48,3,2,"(d3,o48)",6,1
48,3,3,"(d3,o48)",6,75
48,3,4,"(d3,o48)",6,19
48,4,1,"(d4,o48)",7,20
48,4,2,"(d4,o48)",7,56
48,4,3,"(d4,o48)",6,93
48,4,4,"(d4,o48)",6,64
48,5,1,"(d5,o48)",6,21
48,5,2,"(d5,o48)",6,87
48,5,3,"(d5,o48)",6,17
48,5,4,"(d5,o48)",7,70
48,6,1,"(d6,o48)",5,75
48,6,2,"(d6,o48)",5,62
48,6,3,"(d6,o48)",5,99
48,6,4,"(d6,o48)",6,70
48,7,1,"(d7,o48)",5,91
48,7,2,"(d7,o48)",5,38
48,7,3,"(d7,o48)",5,78
48,7,4,"(d7,o48)",5,69
49,1,1,"(d1,o49)",7,21
49,1,2,"(d1,o49)",6,75
49,1,3,"(d1,o49)",6,21
49,1,4,"(d1,o49)",6,94
49,2,1,"(d2,o49)",6,23
49,2,2,"(d2,o49)",7,88
49,2,3,"(d2,o49)",6,92
49,2,4,"(d2,o49)",6,19
49,3,1,"(d3,o49)",6,16
49,3,2,"(d3,o49)",7,1
49,3,3,"(d3,o49)",6,75
49,3,4,"(d3,o49)",6,19
49,4,1,"(d4,o49)",6,20
49,4,2,"(d4,o49)",7,56
49,4,3,"(d4,o49)",6,93
49,4,4,"(d4,o49)",7,64
49,5,1,"(d5,o49)",6,21
49,5,2,"(d5,o49)",6,87
49,5,3,"(d5,o49)",6,17
49,5,4,"(d5,o49)",6,70
49,6,1,"(d6,o49)",6,75
49,6,2,"(d6,o49)",5,62
49,6,3,"(d6,o49)",5,99
49,6,4,"(d6,o49)",7,70
49,7,1,"(d7,o49)",5,91
49,7,2,"(d7,o49)",5,38
49,7,3,"(d7,o49)",5,78
49,7,4,"(d7,o49)",5,69
50,1,1,"(d1,o50)",7,21
50,1,2,"(d1,o50)",6,75
50,1,3,"(d1,o50)",5,21
50,1,4,"(d1,o50)",6,94
50,2,1,"(d2,o50)",6,23
50,2,2,"(d2,o50)",7,88
50,2,3,"(d2,o50)",6,92
50,2,4,"(d2,o50)",6,19
50,3,1,"(d3,o50)",7,16
50,3,2,"(d3,o50)",6,1
50,3,3,"(d3,o50)",7,75
50,3,4,"(d3,o50)",6,19
50,4,1,"(d4,o50)",6,20
50,4,2,"(d4,o50)",6,56
50,4,3,"(d4,o50)",6,93
50,4,4,"(d4,o50)",6,64
50,5,1,"(d5,o50)",7,21
50,5,2,"(d5,o50)",7,87
50,5,3,"(d5,o50)",7,17
50,5,4,"(d5,o50)",7,70
50,6,1,"(d6,o50)",5,75
50,6,2,"(d6,o50)",5,62
50,6,3,"(d6,o50)",5,99
50,6,4,"(d6,o50)",6,70
50,7,1,"(d7,o50)",5,91
50,7,2,"(d7,o50)",6,38
50,7,3,"(d7,o50)",5,78
50,7,4,"(d7,o50)",5,69
51,1,1,"(d1,o51)",6,21
51,1,2,"(d1,o51)",7,75
51,1,3,"(d1,o51)",6,21
51,1,4,"(d1,o51)",6,94
51,2,1,"(d2,o51)",6,23
51,2,2,"(d2,o51)",6,88
51,2,3,"(d2,o51)",7,92
51,2,4,"(d2,o51)",7,19
51,3,1,"(d3,o51)",7,16
51,3,2,"(d3,o51)",6,1
51,3,3,"(d3,o51)",6,75
51,3,4,"(d3,o51)",7,19
51,4,1,"(d4,o51)",6,20
51,4,2,"(d4,o51)",6,56
51,4,3,"(d4,o51)",6,93
51,4,4,"(d4,o51)",6,64
51,5,1,"(d5,o51)",6,21
51,5,2,"(d5,o51)",6,87
51,5,3,"(d5,o51)",6,17
51,5,4,"(d5,o51)",6,70
51,6,1,"(d6,o51)",5,75
51,6,2,"(d6,o51)",5,62
51,6,3,"(d6,o51)",5,99
51,6,4,"(d6,o51)",6,70
51,7,1,"(d7,o51)",5,91
51,7,2,"(d7,o51)",5,38
51,7,3,"(d7,o51)",6,78
51,7,4,"(d7,o51)",6,69
52,1,1,"(d1,o52)",5,21
52,1,2,"(d1,o52)",5,75
52,1,3,"(d1,o52)",7,21
52,1,4,"(d1,o52)",6,94
52,2,1,"(d2,o52)",6,23
52,2,2,"(d2,o52)",7,88
52,2,3,"(d2,o52)",6,92
52,2,4,"(d2,o52)",6,19
52,3,1,"(d3,o52)",6,16
52,3,2,"(d3,o52)",6,1
52,3,3,"(d3,o52)",6,75
52,3,4,"(d3,o52)",6,19
52,4,1,"(d4,o52)",7,20
52,4,2,"(d4,o52)",6,56
52,4,3,"(d4,o52)",6,93
52,4,4,"(d4,o52)",6,64
52,5,1,"(d5,o52)",6,21
52,5,2,"(d5,o52)",6,87
52,5,3,"(d5,o52)",7,17
52,5,4,"(d5,o52)",7,70
52,6,1,"(d6,o52)",6,75
52,6,2,"(d6,o52)",5,62
52,6,3,"(d6,o52)",5,99
52,6,4,"(d6,o52)",6,70
52,7,1,"(d7,o52)",5,91
52,7,2,"(d7,o52)",6,38
52,7,3,"(d7,o52)",5,78
52,7,4,"(d7,o52)",5,69
